hscode,production_stage,attribution_reason,reviewer,review_date,confidence,dominant_use_rationale,mixed_use_flag,evidence_note
7208,intermediate input,"Semi-finished base metal shape, casting, or metallurgical product (FLAT) incorporated into structural engineering or equipment fabrication.",Methodology Team,2026-07-22,4,"Semi-finished base metal shape, casting, or metallurgical product (FLAT) incorporated into structural engineering or equipment fabrication.",false,"Processed metal intermediate input utilized extensively across domestic engineering, automotive, and infrastructure sectors."
7210,intermediate input,"Semi-finished base metal shape, casting, or metallurgical product (FLT) incorporated into structural engineering or equipment fabrication.",Methodology Team,2026-07-22,4,"Semi-finished base metal shape, casting, or metallurgical product (FLT) incorporated into structural engineering or equipment fabrication.",false,"Processed metal intermediate input utilized extensively across domestic engineering, automotive, and infrastructure sectors."
7218,intermediate input,"Semi-finished base metal shape, casting, or metallurgical product (STAINLESS STEEL IN INGOTS OR OTHER PRIMARY FORMS; SEMI) incorporated into structural engineering or equipment fabrication.",Methodology Team,2026-07-22,4,"Semi-finished base metal shape, casting, or metallurgical product (STAINLESS STEEL IN INGOTS OR OTHER PRIMARY FORMS; SEMI) incorporated into structural engineering or equipment fabrication.",false,"Processed metal intermediate input utilized extensively across domestic engineering, automotive, and infrastructure sectors."
7219,intermediate input,"Semi-finished base metal shape, casting, or metallurgical product (FLT) incorporated into structural engineering or equipment fabrication.",Methodology Team,2026-07-22,4,"Semi-finished base metal shape, casting, or metallurgical product (FLT) incorporated into structural engineering or equipment fabrication.",false,"Processed metal intermediate input utilized extensively across domestic engineering, automotive, and infrastructure sectors."
7222,intermediate input,"Semi-finished base metal shape, casting, or metallurgical product (OTHER BARS AND RODS OF STAINLESS STEEL; ANGLES, SHAPES AND SECTIONS OF STAINLESS STEEL) incorporated into structural engineering or equipment fabrication.",Methodology Team,2026-07-22,4,"Semi-finished base metal shape, casting, or metallurgical product (OTHER BARS AND RODS OF STAINLESS STEEL; ANGLES, SHAPES AND SECTIONS OF STAINLESS STEEL) incorporated into structural engineering or equipment fabrication.",false,"Processed metal intermediate input utilized extensively across domestic engineering, automotive, and infrastructure sectors."
7225,intermediate input,"Semi-finished base metal shape, casting, or metallurgical product (FLT) incorporated into structural engineering or equipment fabrication.",Methodology Team,2026-07-22,4,"Semi-finished base metal shape, casting, or metallurgical product (FLT) incorporated into structural engineering or equipment fabrication.",false,"Processed metal intermediate input utilized extensively across domestic engineering, automotive, and infrastructure sectors."
7304,intermediate input,"Semi-finished base metal shape, casting, or metallurgical product (TUBES, PIPES AND HOLLOW PROFILES, SEAMLESS, OF IRON (OTHER THAN CAST IRON) OR STEEL) incorporated into structural engineering or equipment fabrication.",Methodology Team,2026-07-22,4,"Semi-finished base metal shape, casting, or metallurgical product (TUBES, PIPES AND HOLLOW PROFILES, SEAMLESS, OF IRON (OTHER THAN CAST IRON) OR STEEL) incorporated into structural engineering or equipment fabrication.",false,"Processed metal intermediate input utilized extensively across domestic engineering, automotive, and infrastructure sectors."
7305,intermediate input,"Semi-finished base metal shape, casting, or metallurgical product (OTHR TUBESANDPIPES,(E.G.WELDED,RIVETED ETC) HAVNG CIRCLR CRS SCTN,THE EXTRNL DIAMETR OF WHCH EXCDS 406.4MM, OF IRON/STL) incorporated into structural engineering or equipment fabrication.",Methodology Team,2026-07-22,4,"Semi-finished base metal shape, casting, or metallurgical product (OTHR TUBESANDPIPES,(E.G.WELDED,RIVETED ETC) HAVNG CIRCLR CRS SCTN,THE EXTRNL DIAMETR OF WHCH EXCDS 406.4MM, OF IRON/STL) incorporated into structural engineering or equipment fabrication.",false,"Processed metal intermediate input utilized extensively across domestic engineering, automotive, and infrastructure sectors."
7306,intermediate input,"Semi-finished base metal shape, casting, or metallurgical product (OTHER TUBES, PIPES AND HOLLOW PROFILES ( FOR EXAMPLE, OPEN SEAM OR WELDED, RIVETED OR SIMILARLY CLOSED), OF IRON OR STE) incorporated into structural engineering or equipment fabrication.",Methodology Team,2026-07-22,4,"Semi-finished base metal shape, casting, or metallurgical product (OTHER TUBES, PIPES AND HOLLOW PROFILES ( FOR EXAMPLE, OPEN SEAM OR WELDED, RIVETED OR SIMILARLY CLOSED), OF IRON OR STE) incorporated into structural engineering or equipment fabrication.",false,"Processed metal intermediate input utilized extensively across domestic engineering, automotive, and infrastructure sectors."
7307,intermediate input,"Semi-finished base metal shape, casting, or metallurgical product (TUBE OR PIPE FITTINGS (FOR EXAMPLE, COUPLINGS, ELBOW SLEEVES), OF IRON OR STEEL) incorporated into structural engineering or equipment fabrication.",Methodology Team,2026-07-22,4,"Semi-finished base metal shape, casting, or metallurgical product (TUBE OR PIPE FITTINGS (FOR EXAMPLE, COUPLINGS, ELBOW SLEEVES), OF IRON OR STEEL) incorporated into structural engineering or equipment fabrication.",false,"Processed metal intermediate input utilized extensively across domestic engineering, automotive, and infrastructure sectors."
7308,finished product,"Fully assembled manufactured product (STRUCTRS(EXCL PREFABRICTD BLDNGS OF HDG NO.9406)AND PARTS E.G.BRIDGES ROOFS DOORS TUBES ETC USED IN STRUCTRS OF IRON) predominantly ready for final retail, commercial, or consumer use.",Methodology Team,2026-07-22,4,"Fully assembled manufactured product (STRUCTRS(EXCL PREFABRICTD BLDNGS OF HDG NO.9406)AND PARTS E.G.BRIDGES ROOFS DOORS TUBES ETC USED IN STRUCTRS OF IRON) predominantly ready for final retail, commercial, or consumer use.",false,Finished product distributed through commercial and retail supply chains for final consumption and deployment.
7318,intermediate input,"Dual-use item (SCRWES,BOLTS,NUTS,COACHSCREWS,SCREW HOOKS RIVETS,COTTERS,COTTER) utilized both as an industrial intermediate input and as a finished equipment/consumer good across diverse sectors.",Methodology Team,2026-07-22,4,"Dual-use item (SCRWES,BOLTS,NUTS,COACHSCREWS,SCREW HOOKS RIVETS,COTTERS,COTTER) utilized both as an industrial intermediate input and as a finished equipment/consumer good across diverse sectors.",true,Empirical trade flows indicate dual sourcing for both industrial assembly lines and direct commercial or consumer end markets.
7325,intermediate input,Dual-use item (OTHER CAST ARTICLES OF IRON OR STEEL) utilized both as an industrial intermediate input and as a finished equipment/consumer good across diverse sectors.,Methodology Team,2026-07-22,4,Dual-use item (OTHER CAST ARTICLES OF IRON OR STEEL) utilized both as an industrial intermediate input and as a finished equipment/consumer good across diverse sectors.,true,Empirical trade flows indicate dual sourcing for both industrial assembly lines and direct commercial or consumer end markets.
7326,intermediate input,Dual-use item (OTHER ARTICLES OF IRON OR STEEL) utilized both as an industrial intermediate input and as a finished equipment/consumer good across diverse sectors.,Methodology Team,2026-07-22,4,Dual-use item (OTHER ARTICLES OF IRON OR STEEL) utilized both as an industrial intermediate input and as a finished equipment/consumer good across diverse sectors.,true,Empirical trade flows indicate dual sourcing for both industrial assembly lines and direct commercial or consumer end markets.
7402,intermediate input,"Semi-finished base metal shape, casting, or metallurgical product (UNREFINED COPPER; COPPER ANODES FOR ELECTROLYTIC REFINING) incorporated into structural engineering or equipment fabrication.",Methodology Team,2026-07-22,4,"Semi-finished base metal shape, casting, or metallurgical product (UNREFINED COPPER; COPPER ANODES FOR ELECTROLYTIC REFINING) incorporated into structural engineering or equipment fabrication.",false,"Processed metal intermediate input utilized extensively across domestic engineering, automotive, and infrastructure sectors."
7403,intermediate input,"Semi-finished base metal shape, casting, or metallurgical product (REFINED COPPER AND COPPER ALLOYS, UNWROUGHT) incorporated into structural engineering or equipment fabrication.",Methodology Team,2026-07-22,4,"Semi-finished base metal shape, casting, or metallurgical product (REFINED COPPER AND COPPER ALLOYS, UNWROUGHT) incorporated into structural engineering or equipment fabrication.",false,"Processed metal intermediate input utilized extensively across domestic engineering, automotive, and infrastructure sectors."
7404,raw material,Primary unprocessed material or scrap feedstock (COPPER WASTE AND SCRAP) entering basic material extraction and refining cycles.,Methodology Team,2026-07-22,4,Primary unprocessed material or scrap feedstock (COPPER WASTE AND SCRAP) entering basic material extraction and refining cycles.,false,Unprocessed material or recovered industrial scrap serving as foundational feedstock for heavy manufacturing.
7408,intermediate input,"Semi-finished base metal shape, casting, or metallurgical product (COPPER WIRE) incorporated into structural engineering or equipment fabrication.",Methodology Team,2026-07-22,4,"Semi-finished base metal shape, casting, or metallurgical product (COPPER WIRE) incorporated into structural engineering or equipment fabrication.",false,"Processed metal intermediate input utilized extensively across domestic engineering, automotive, and infrastructure sectors."
7411,intermediate input,"Semi-finished base metal shape, casting, or metallurgical product (COPPER TUBES AND PIPES) incorporated into structural engineering or equipment fabrication.",Methodology Team,2026-07-22,4,"Semi-finished base metal shape, casting, or metallurgical product (COPPER TUBES AND PIPES) incorporated into structural engineering or equipment fabrication.",false,"Processed metal intermediate input utilized extensively across domestic engineering, automotive, and infrastructure sectors."
7601,intermediate input,"Semi-finished base metal shape, casting, or metallurgical product (UNWROUGHT ALUMINIUM) incorporated into structural engineering or equipment fabrication.",Methodology Team,2026-07-22,4,"Semi-finished base metal shape, casting, or metallurgical product (UNWROUGHT ALUMINIUM) incorporated into structural engineering or equipment fabrication.",false,"Processed metal intermediate input utilized extensively across domestic engineering, automotive, and infrastructure sectors."
7602,raw material,Primary unprocessed material or scrap feedstock (ALUMINIUM WASTE AND SCRAP) entering basic material extraction and refining cycles.,Methodology Team,2026-07-22,4,Primary unprocessed material or scrap feedstock (ALUMINIUM WASTE AND SCRAP) entering basic material extraction and refining cycles.,false,Unprocessed material or recovered industrial scrap serving as foundational feedstock for heavy manufacturing.
7606,intermediate input,"Semi-finished base metal shape, casting, or metallurgical product (ALMNM PLTS,SHTS AND STRP OF THCKNS>0.2 MM) incorporated into structural engineering or equipment fabrication.",Methodology Team,2026-07-22,4,"Semi-finished base metal shape, casting, or metallurgical product (ALMNM PLTS,SHTS AND STRP OF THCKNS>0.2 MM) incorporated into structural engineering or equipment fabrication.",false,"Processed metal intermediate input utilized extensively across domestic engineering, automotive, and infrastructure sectors."
7607,intermediate input,Dual-use item (ALMNM FOIL(W/N PRNTD/BCKD WTH PAPR PAPRBOARD) utilized both as an industrial intermediate input and as a finished equipment/consumer good across diverse sectors.,Methodology Team,2026-07-22,4,Dual-use item (ALMNM FOIL(W/N PRNTD/BCKD WTH PAPR PAPRBOARD) utilized both as an industrial intermediate input and as a finished equipment/consumer good across diverse sectors.,true,Empirical trade flows indicate dual sourcing for both industrial assembly lines and direct commercial or consumer end markets.
7610,intermediate input,"Semi-finished base metal shape, casting, or metallurgical product (ALMNM STRCTRS AND PRTS OF STRCTRS(BRDGS TOWRS,ROOFS ETC.)ALMNM PLATES) incorporated into structural engineering or equipment fabrication.",Methodology Team,2026-07-22,4,"Semi-finished base metal shape, casting, or metallurgical product (ALMNM STRCTRS AND PRTS OF STRCTRS(BRDGS TOWRS,ROOFS ETC.)ALMNM PLATES) incorporated into structural engineering or equipment fabrication.",false,"Processed metal intermediate input utilized extensively across domestic engineering, automotive, and infrastructure sectors."
7616,intermediate input,Dual-use item (OTHER ARTICLES OF ALUMINIUM) utilized both as an industrial intermediate input and as a finished equipment/consumer good across diverse sectors.,Methodology Team,2026-07-22,4,Dual-use item (OTHER ARTICLES OF ALUMINIUM) utilized both as an industrial intermediate input and as a finished equipment/consumer good across diverse sectors.,true,Empirical trade flows indicate dual sourcing for both industrial assembly lines and direct commercial or consumer end markets.
7801,intermediate input,"Semi-finished base metal shape, casting, or metallurgical product (UNWROUGHT LEAD) incorporated into structural engineering or equipment fabrication.",Methodology Team,2026-07-22,4,"Semi-finished base metal shape, casting, or metallurgical product (UNWROUGHT LEAD) incorporated into structural engineering or equipment fabrication.",false,"Processed metal intermediate input utilized extensively across domestic engineering, automotive, and infrastructure sectors."
7901,intermediate input,"Semi-finished base metal shape, casting, or metallurgical product (UNWROUGHT ZINC) incorporated into structural engineering or equipment fabrication.",Methodology Team,2026-07-22,4,"Semi-finished base metal shape, casting, or metallurgical product (UNWROUGHT ZINC) incorporated into structural engineering or equipment fabrication.",false,"Processed metal intermediate input utilized extensively across domestic engineering, automotive, and infrastructure sectors."
8207,intermediate input,Dual-use item (INTRCHANGBL TOOLS FOR HND TOOLS W/N POWR OPERATD OR FOR MACHIN TOOL(E.G.FOR PRESNG STAMPING ETC.)DIES FR DRILNG/BORNG T) utilized both as an industrial intermediate input and as a finished equipment/consumer good across diverse sectors.,Methodology Team,2026-07-22,4,Dual-use item (INTRCHANGBL TOOLS FOR HND TOOLS W/N POWR OPERATD OR FOR MACHIN TOOL(E.G.FOR PRESNG STAMPING ETC.)DIES FR DRILNG/BORNG T) utilized both as an industrial intermediate input and as a finished equipment/consumer good across diverse sectors.,true,Empirical trade flows indicate dual sourcing for both industrial assembly lines and direct commercial or consumer end markets.
8408,capital good,Dual-use item (COMPRESSION) utilized both as an industrial intermediate input and as a finished equipment/consumer good across diverse sectors.,Methodology Team,2026-07-22,4,Dual-use item (COMPRESSION) utilized both as an industrial intermediate input and as a finished equipment/consumer good across diverse sectors.,true,Empirical trade flows indicate dual sourcing for both industrial assembly lines and direct commercial or consumer end markets.
8409,intermediate input,"Specialized industrial component, part, or sub-assembly (PARTS SUITABLE FOR USE SOLELY OR PRINCIPALLY WITH THE ENGINES OF HEADING 8407 OR 8408) integrated into capital machinery or electrical systems.",Methodology Team,2026-07-22,4,"Specialized industrial component, part, or sub-assembly (PARTS SUITABLE FOR USE SOLELY OR PRINCIPALLY WITH THE ENGINES OF HEADING 8407 OR 8408) integrated into capital machinery or electrical systems.",false,Precision manufactured part and intermediate sub-assembly feeding electronics assembly and industrial machinery production.
8411,capital good,"Industrial machinery, automation equipment, or heavy electrical plant (TURBO) deployed for long-term productive manufacturing.",Methodology Team,2026-07-22,4,"Industrial machinery, automation equipment, or heavy electrical plant (TURBO) deployed for long-term productive manufacturing.",false,Durable capital asset and production machinery installed in manufacturing facilities to generate industrial output.
8412,capital good,"Industrial machinery, automation equipment, or heavy electrical plant (OTHER ENGINES AND MOTORS) deployed for long-term productive manufacturing.",Methodology Team,2026-07-22,4,"Industrial machinery, automation equipment, or heavy electrical plant (OTHER ENGINES AND MOTORS) deployed for long-term productive manufacturing.",false,Durable capital asset and production machinery installed in manufacturing facilities to generate industrial output.
8413,capital good,"Industrial machinery, automation equipment, or heavy electrical plant (PUMPS FOR LIQUIDS, WHETHER OR NOT FITTED WITH A) deployed for long-term productive manufacturing.",Methodology Team,2026-07-22,4,"Industrial machinery, automation equipment, or heavy electrical plant (PUMPS FOR LIQUIDS, WHETHER OR NOT FITTED WITH A) deployed for long-term productive manufacturing.",false,Durable capital asset and production machinery installed in manufacturing facilities to generate industrial output.
8414,capital good,"Industrial machinery, automation equipment, or heavy electrical plant (AIR/VACUUM PUMPS,AIR/OTHR GAS COMPRSRS AND FANS;VNTLTNG/RCYCLNG HOODS INCRPRTNG A FAN,W/N FITTED WITH FILTERS) deployed for long-term productive manufacturing.",Methodology Team,2026-07-22,4,"Industrial machinery, automation equipment, or heavy electrical plant (AIR/VACUUM PUMPS,AIR/OTHR GAS COMPRSRS AND FANS;VNTLTNG/RCYCLNG HOODS INCRPRTNG A FAN,W/N FITTED WITH FILTERS) deployed for long-term productive manufacturing.",false,Durable capital asset and production machinery installed in manufacturing facilities to generate industrial output.
8415,finished product,"Dual-use item (AIRCONDTNG MCHNS,CMPRSNG MOTR) utilized both as an industrial intermediate input and as a finished equipment/consumer good across diverse sectors.",Methodology Team,2026-07-22,4,"Dual-use item (AIRCONDTNG MCHNS,CMPRSNG MOTR) utilized both as an industrial intermediate input and as a finished equipment/consumer good across diverse sectors.",true,Empirical trade flows indicate dual sourcing for both industrial assembly lines and direct commercial or consumer end markets.
8419,capital good,"Dual-use item (MCHNRY,PLNT/LABORATORY EQPMNT,W/N ELCTRCLYHEATD,FR HEATNG,COOKNG,ETC,EXCL MCHNRY FR DOMSTC PURPS;STORG WTR HEATRS,NON) utilized both as an industrial intermediate input and as a finished equipment/consumer good across diverse sectors.",Methodology Team,2026-07-22,4,"Dual-use item (MCHNRY,PLNT/LABORATORY EQPMNT,W/N ELCTRCLYHEATD,FR HEATNG,COOKNG,ETC,EXCL MCHNRY FR DOMSTC PURPS;STORG WTR HEATRS,NON) utilized both as an industrial intermediate input and as a finished equipment/consumer good across diverse sectors.",true,Empirical trade flows indicate dual sourcing for both industrial assembly lines and direct commercial or consumer end markets.
8421,capital good,"Industrial machinery, automation equipment, or heavy electrical plant (CENTRIFUGES, INCLUDING CENTRIFUGAL DRYERS; FILTERING OR PURIFYING MACHINERY AND APPARATUS, FOR LIQUIDS OR GASES) deployed for long-term productive manufacturing.",Methodology Team,2026-07-22,4,"Industrial machinery, automation equipment, or heavy electrical plant (CENTRIFUGES, INCLUDING CENTRIFUGAL DRYERS; FILTERING OR PURIFYING MACHINERY AND APPARATUS, FOR LIQUIDS OR GASES) deployed for long-term productive manufacturing.",false,Durable capital asset and production machinery installed in manufacturing facilities to generate industrial output.
8422,capital good,"Dual-use item (DISH WASHING MACHINES; MACHINERY FOR CLEANING OR DRYING BOTTLES OR OTHER CONTAINERS; MACHINERY FOR FILLING, C) utilized both as an industrial intermediate input and as a finished equipment/consumer good across diverse sectors.",Methodology Team,2026-07-22,4,"Dual-use item (DISH WASHING MACHINES; MACHINERY FOR CLEANING OR DRYING BOTTLES OR OTHER CONTAINERS; MACHINERY FOR FILLING, C) utilized both as an industrial intermediate input and as a finished equipment/consumer good across diverse sectors.",true,Empirical trade flows indicate dual sourcing for both industrial assembly lines and direct commercial or consumer end markets.
8426,capital good,"Industrial machinery, automation equipment, or heavy electrical plant (DERRICKS;CRNS,INCL CABLE CRNS;MOBL LFTNG FRMS,STRDL CRRS AND WRKS TRCKS FTD WTH A CRN) deployed for long-term productive manufacturing.",Methodology Team,2026-07-22,4,"Industrial machinery, automation equipment, or heavy electrical plant (DERRICKS;CRNS,INCL CABLE CRNS;MOBL LFTNG FRMS,STRDL CRRS AND WRKS TRCKS FTD WTH A CRN) deployed for long-term productive manufacturing.",false,Durable capital asset and production machinery installed in manufacturing facilities to generate industrial output.
8428,capital good,"Dual-use item (OTHER LIFTING, HANDLING, LOADING OR UNLOADING MACHINERY (FOR EXAMPLE, LIFTS, ESCALATORS, CONVEYORS, TELEFERICS)) utilized both as an industrial intermediate input and as a finished equipment/consumer good across diverse sectors.",Methodology Team,2026-07-22,4,"Dual-use item (OTHER LIFTING, HANDLING, LOADING OR UNLOADING MACHINERY (FOR EXAMPLE, LIFTS, ESCALATORS, CONVEYORS, TELEFERICS)) utilized both as an industrial intermediate input and as a finished equipment/consumer good across diverse sectors.",true,Empirical trade flows indicate dual sourcing for both industrial assembly lines and direct commercial or consumer end markets.
8429,capital good,"Industrial machinery, automation equipment, or heavy electrical plant (SLF) deployed for long-term productive manufacturing.",Methodology Team,2026-07-22,4,"Industrial machinery, automation equipment, or heavy electrical plant (SLF) deployed for long-term productive manufacturing.",false,Durable capital asset and production machinery installed in manufacturing facilities to generate industrial output.
8431,intermediate input,"Specialized industrial component, part, or sub-assembly (PRTS SUITBL FR USE SOLELY/PRNCPLY WTH THE MCHNRY OF HDGS.NOS.8425 TO 8430) integrated into capital machinery or electrical systems.",Methodology Team,2026-07-22,4,"Specialized industrial component, part, or sub-assembly (PRTS SUITBL FR USE SOLELY/PRNCPLY WTH THE MCHNRY OF HDGS.NOS.8425 TO 8430) integrated into capital machinery or electrical systems.",false,Precision manufactured part and intermediate sub-assembly feeding electronics assembly and industrial machinery production.
8443,capital good,"Industrial machinery, automation equipment, or heavy electrical plant (PRINTNG MACHNRY,INCL INK) deployed for long-term productive manufacturing.",Methodology Team,2026-07-22,4,"Industrial machinery, automation equipment, or heavy electrical plant (PRINTNG MACHNRY,INCL INK) deployed for long-term productive manufacturing.",false,Durable capital asset and production machinery installed in manufacturing facilities to generate industrial output.
8446,capital good,"Industrial machinery, automation equipment, or heavy electrical plant (WEAVING MACHINES (LOOMS)) deployed for long-term productive manufacturing.",Methodology Team,2026-07-22,4,"Industrial machinery, automation equipment, or heavy electrical plant (WEAVING MACHINES (LOOMS)) deployed for long-term productive manufacturing.",false,Durable capital asset and production machinery installed in manufacturing facilities to generate industrial output.
8447,capital good,"Industrial machinery, automation equipment, or heavy electrical plant (KNTNG MCHNS,STCH) deployed for long-term productive manufacturing.",Methodology Team,2026-07-22,4,"Industrial machinery, automation equipment, or heavy electrical plant (KNTNG MCHNS,STCH) deployed for long-term productive manufacturing.",false,Durable capital asset and production machinery installed in manufacturing facilities to generate industrial output.
8455,capital good,"Industrial machinery, automation equipment, or heavy electrical plant (METAL) deployed for long-term productive manufacturing.",Methodology Team,2026-07-22,4,"Industrial machinery, automation equipment, or heavy electrical plant (METAL) deployed for long-term productive manufacturing.",false,Durable capital asset and production machinery installed in manufacturing facilities to generate industrial output.
8462,capital good,"Industrial machinery, automation equipment, or heavy electrical plant (MCHN) deployed for long-term productive manufacturing.",Methodology Team,2026-07-22,4,"Industrial machinery, automation equipment, or heavy electrical plant (MCHN) deployed for long-term productive manufacturing.",false,Durable capital asset and production machinery installed in manufacturing facilities to generate industrial output.
8466,intermediate input,"Specialized industrial component, part, or sub-assembly (PRTS AND ACCSSRS SUITBL FR USE WTH MCHNS OF HDG NOS8456 TO 8465,INCL WRK/TOOL HOLDRS,SLF) integrated into capital machinery or electrical systems.",Methodology Team,2026-07-22,4,"Specialized industrial component, part, or sub-assembly (PRTS AND ACCSSRS SUITBL FR USE WTH MCHNS OF HDG NOS8456 TO 8465,INCL WRK/TOOL HOLDRS,SLF) integrated into capital machinery or electrical systems.",false,Precision manufactured part and intermediate sub-assembly feeding electronics assembly and industrial machinery production.
8471,capital good,Dual-use item (AUTOMATIC DATA PROCESSING MACHINES AND UNITS) utilized both as an industrial intermediate input and as a finished equipment/consumer good across diverse sectors.,Methodology Team,2026-07-22,4,Dual-use item (AUTOMATIC DATA PROCESSING MACHINES AND UNITS) utilized both as an industrial intermediate input and as a finished equipment/consumer good across diverse sectors.,true,Empirical trade flows indicate dual sourcing for both industrial assembly lines and direct commercial or consumer end markets.
8473,intermediate input,"Specialized industrial component, part, or sub-assembly (PARTS AND ACCESSORIES OTH THN COVERS, CARRYING CASES)SUITABLE FOR USE SOLELY /PRINCIPALLY WITH MACHINES OF HDG 8470 TO 8472) integrated into capital machinery or electrical systems.",Methodology Team,2026-07-22,4,"Specialized industrial component, part, or sub-assembly (PARTS AND ACCESSORIES OTH THN COVERS, CARRYING CASES)SUITABLE FOR USE SOLELY /PRINCIPALLY WITH MACHINES OF HDG 8470 TO 8472) integrated into capital machinery or electrical systems.",false,Precision manufactured part and intermediate sub-assembly feeding electronics assembly and industrial machinery production.
8474,capital good,"Industrial machinery, automation equipment, or heavy electrical plant (MCHNRY FR SORTNG,SCRENG,SEPARTNG,WASHNG, CRSHNG ETC OF MNRL SUBSTNCS,IN SOLID FORM MCHNS FR SHPNG MNRL FUELANDFRMNG MLD) deployed for long-term productive manufacturing.",Methodology Team,2026-07-22,4,"Industrial machinery, automation equipment, or heavy electrical plant (MCHNRY FR SORTNG,SCRENG,SEPARTNG,WASHNG, CRSHNG ETC OF MNRL SUBSTNCS,IN SOLID FORM MCHNS FR SHPNG MNRL FUELANDFRMNG MLD) deployed for long-term productive manufacturing.",false,Durable capital asset and production machinery installed in manufacturing facilities to generate industrial output.
8477,capital good,"Industrial machinery, automation equipment, or heavy electrical plant (MCHNR FR WRKNG RUBBR/PLSTCS/FR THE MNFCTR OF PRDCTS FROM THESE MTRLS,N.E.S.) deployed for long-term productive manufacturing.",Methodology Team,2026-07-22,4,"Industrial machinery, automation equipment, or heavy electrical plant (MCHNR FR WRKNG RUBBR/PLSTCS/FR THE MNFCTR OF PRDCTS FROM THESE MTRLS,N.E.S.) deployed for long-term productive manufacturing.",false,Durable capital asset and production machinery installed in manufacturing facilities to generate industrial output.
8479,capital good,"Industrial machinery, automation equipment, or heavy electrical plant (MCHNS AND MCHNCL APPLNCS HVNG INDVDL FUNCTNS,N.E.S.) deployed for long-term productive manufacturing.",Methodology Team,2026-07-22,4,"Industrial machinery, automation equipment, or heavy electrical plant (MCHNS AND MCHNCL APPLNCS HVNG INDVDL FUNCTNS,N.E.S.) deployed for long-term productive manufacturing.",false,Durable capital asset and production machinery installed in manufacturing facilities to generate industrial output.
8480,capital good,"Dual-use item (MOULDING BOXES FOR METAL FOUNDRY; MOULD BASES; MOULDING PATTERNS; MOULDS FOR METAL (OTHER THAN INGOT MOULDS), METAL CA) utilized both as an industrial intermediate input and as a finished equipment/consumer good across diverse sectors.",Methodology Team,2026-07-22,4,"Dual-use item (MOULDING BOXES FOR METAL FOUNDRY; MOULD BASES; MOULDING PATTERNS; MOULDS FOR METAL (OTHER THAN INGOT MOULDS), METAL CA) utilized both as an industrial intermediate input and as a finished equipment/consumer good across diverse sectors.",true,Empirical trade flows indicate dual sourcing for both industrial assembly lines and direct commercial or consumer end markets.
8481,intermediate input,"Specialized industrial component, part, or sub-assembly (TAPS, COCKS, VALVES AND SIMILAR APPLIANCES FOR PIPES, BOILER SHELLS, TANKS, VATS OR THE LIKE, INCLUDING PRESSURE) integrated into capital machinery or electrical systems.",Methodology Team,2026-07-22,4,"Specialized industrial component, part, or sub-assembly (TAPS, COCKS, VALVES AND SIMILAR APPLIANCES FOR PIPES, BOILER SHELLS, TANKS, VATS OR THE LIKE, INCLUDING PRESSURE) integrated into capital machinery or electrical systems.",false,Precision manufactured part and intermediate sub-assembly feeding electronics assembly and industrial machinery production.
8482,capital good,"Industrial machinery, automation equipment, or heavy electrical plant (BALL OR ROLLER BEARINGS) deployed for long-term productive manufacturing.",Methodology Team,2026-07-22,4,"Industrial machinery, automation equipment, or heavy electrical plant (BALL OR ROLLER BEARINGS) deployed for long-term productive manufacturing.",false,Durable capital asset and production machinery installed in manufacturing facilities to generate industrial output.
8483,intermediate input,"Specialized industrial component, part, or sub-assembly (TRNSMSN SHFTS AND CRNKS;GEARS;BALL SCREWS; BEARING HOUSING ANDOTHR PLAIN SHFT BEARINGS SPD CHNGRS INCL TORQUE CNVRTRSFF) integrated into capital machinery or electrical systems.",Methodology Team,2026-07-22,4,"Specialized industrial component, part, or sub-assembly (TRNSMSN SHFTS AND CRNKS;GEARS;BALL SCREWS; BEARING HOUSING ANDOTHR PLAIN SHFT BEARINGS SPD CHNGRS INCL TORQUE CNVRTRSFF) integrated into capital machinery or electrical systems.",false,Precision manufactured part and intermediate sub-assembly feeding electronics assembly and industrial machinery production.
8486,capital good,"Industrial machinery, automation equipment, or heavy electrical plant (MACHINES AND APPARATUS OF A KIND USED SOLELY FOR THE MANUFACTURE OF SEMICONDUCTOR BOULES OR WAFERS, DEVI) deployed for long-term productive manufacturing.",Methodology Team,2026-07-22,4,"Industrial machinery, automation equipment, or heavy electrical plant (MACHINES AND APPARATUS OF A KIND USED SOLELY FOR THE MANUFACTURE OF SEMICONDUCTOR BOULES OR WAFERS, DEVI) deployed for long-term productive manufacturing.",false,Durable capital asset and production machinery installed in manufacturing facilities to generate industrial output.
8501,intermediate input,"Specialized industrial component, part, or sub-assembly (ELCTRC MOTRS AND GENRTRS(EXCL GENRTNG SETS)) integrated into capital machinery or electrical systems.",Methodology Team,2026-07-22,4,"Specialized industrial component, part, or sub-assembly (ELCTRC MOTRS AND GENRTRS(EXCL GENRTNG SETS)) integrated into capital machinery or electrical systems.",false,Precision manufactured part and intermediate sub-assembly feeding electronics assembly and industrial machinery production.
8502,capital good,"Industrial machinery, automation equipment, or heavy electrical plant (ELECTRIC GENERATING SETS AND ROTARY CONVERTERS) deployed for long-term productive manufacturing.",Methodology Team,2026-07-22,4,"Industrial machinery, automation equipment, or heavy electrical plant (ELECTRIC GENERATING SETS AND ROTARY CONVERTERS) deployed for long-term productive manufacturing.",false,Durable capital asset and production machinery installed in manufacturing facilities to generate industrial output.
